mh_id,bird_sp,seed_sp1,site,mh,sample_effort,n_seeds,n_seed_m2,sp_under,X_coord,Y_coord,length
321,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4468212,36.9652785,NA
322,Cyanopica cooki,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Erithacus rubecula,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Erithacus rubecula,pistacia,Puntal,PL,0.22,19,86.36363636363636,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Erithacus rubecula,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Sylvia atricapilla,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Sylvia melanocephala,asparagus,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Sylvia melanocephala,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,Sylvia melanocephala,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4466821,36.9651221,NA
322,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4466821,36.9651221,NA
323,Erithacus rubecula,pistacia,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Phoenicurus phoenicurus,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Saxicola rubicola,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Sylvia communis,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Sylvia melanocephala,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Sylvia melanocephala,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Sylvia melanocephala,pistacia,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Sylvia undata,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,Turdus merula,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459763,36.9650225,NA
323,NA,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4459763,36.9650225,NA
324,Erithacus rubecula,pistacia,Puntal,PL,0.22,5,22.727272727272727,Pistacia lentiscus,-6.4463152,36.9652821,NA
324,Erithacus rubecula,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4463152,36.9652821,NA
324,Sylvia communis,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4463152,36.9652821,NA
324,Sylvia melanocephala,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4463152,36.9652821,NA
325,Erithacus rubecula,pistacia,Puntal,PL,0.22,13,59.09090909090909,Pistacia lentiscus,-6.4462464,36.9655517,NA
325,Erithacus rubecula,rubia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4462464,36.9655517,NA
325,Erithacus rubecula,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4462464,36.9655517,NA
325,Sylvia communis,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4462464,36.9655517,NA
325,Sylvia melanocephala,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4462464,36.9655517,NA
325,Sylvia melanocephala,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4462464,36.9655517,NA
325,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4462464,36.9655517,NA
326,Chloris chloris,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Erithacus rubecula,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Erithacus rubecula,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Erithacus rubecula,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Ficedula hypoleuca,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Sylvia atricapilla,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Sylvia atricapilla,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Sylvia hortensis,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Sylvia hortensis,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Sylvia melanocephala,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Sylvia melanocephala,pistacia,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,Turdus merula,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,NA,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4459194,36.9656001,NA
326,NA,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4459194,36.9656001,NA
327,Cyanopica cooki,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Cyanopica cooki,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Erithacus rubecula,pistacia,Puntal,PL,0.22,13,59.09090909090909,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Erithacus rubecula,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Phoenicurus phoenicurus,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Sylvia atricapilla,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Sylvia atricapilla,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Sylvia atricapilla,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Sylvia melanocephala,asparagus,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Sylvia melanocephala,pistacia,Puntal,PL,0.22,15,68.18181818181819,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Sylvia melanocephala,unidentified,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Turdus merula,myrtus,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Turdus merula,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,Turdus merula,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,NA,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4458679,36.9652232,NA
327,NA,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4458679,36.9652232,NA
329,Erithacus rubecula,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Erithacus rubecula,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Sylvia atricapilla,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Sylvia cantillans,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Sylvia communis,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Sylvia melanocephala,asparagus,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Sylvia melanocephala,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,Sylvia melanocephala,pistacia,Puntal,PL,0.22,12,54.54545454545455,Pistacia lentiscus,-6.4455066,36.9649852,NA
329,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455066,36.9649852,NA
330,Erithacus rubecula,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Erithacus rubecula,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Sylvia atricapilla,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Sylvia atricapilla,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Sylvia cantillans,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Sylvia melanocephala,asparagus,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Sylvia melanocephala,phillyrea,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.445291,36.9650264,NA
330,Sylvia melanocephala,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.445291,36.9650264,NA
330,NA,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.445291,36.9650264,NA
331,Erithacus rubecula,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4455509,36.9647392,NA
331,Sylvia atricapilla,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4455509,36.9647392,NA
331,Sylvia melanocephala,asparagus,Puntal,PL,0.22,5,22.727272727272727,Pistacia lentiscus,-6.4455509,36.9647392,NA
331,Sylvia melanocephala,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455509,36.9647392,NA
331,Sylvia melanocephala,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4455509,36.9647392,NA
331,Sylvia melanocephala,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455509,36.9647392,NA
331,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4455509,36.9647392,NA
332,Chloris chloris,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Erithacus rubecula,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Erithacus rubecula,pistacia,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Erithacus rubecula,rubia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Erithacus rubecula,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Sylvia atricapilla,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Sylvia atricapilla,myrtus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Sylvia atricapilla,rubia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Sylvia hortensis,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Sylvia melanocephala,pistacia,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Sylvia undata,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,Turdus merula,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
332,NA,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
334,Chloris chloris,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446223,36.9644299,NA
334,Erithacus rubecula,pistacia,Puntal,PL,0.22,11,50,Pistacia lentiscus,-6.446223,36.9644299,NA
334,Sylvia melanocephala,asparagus,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.446223,36.9644299,NA
334,Sylvia melanocephala,pistacia,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.446223,36.9644299,NA
334,Sylvia undata,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446223,36.9644299,NA
334,NA,asparagus,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.446223,36.9644299,NA
335,Erithacus rubecula,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Erithacus rubecula,pistacia,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Saxicola rubicola,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Saxicola rubicola,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia communis,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia melanocephala,asparagus,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia melanocephala,pistacia,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia undata,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
336,Chloris chloris,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.447233,36.96545,NA
336,Erithacus rubecula,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.447233,36.96545,NA
336,Erithacus rubecula,pistacia,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.447233,36.96545,NA
336,Sylvia atricapilla,asparagus,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.447233,36.96545,NA
336,Sylvia melanocephala,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.447233,36.96545,NA
336,Sylvia melanocephala,pistacia,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.447233,36.96545,NA
336,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.447233,36.96545,NA
336,NA,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.447233,36.96545,NA
337,Chloris chloris,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Cyanopica cooki,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Cyanopica cooki,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Cyanopica cooki,smilax,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Erithacus rubecula,pistacia,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Erithacus rubecula,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia atricapilla,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia hortensis,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia melanocephala,asparagus,Puntal,PL,0.22,15,68.18181818181819,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia melanocephala,pistacia,Puntal,PL,0.22,9,40.90909090909091,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia undata,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Turdus merula,pistacia,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,NA,asparagus,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4474132,36.9654379,NA
338,Chloris chloris,pistacia,Puntal,PL,0.44,7,15.909090909090908,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Erithacus rubecula,asparagus,Puntal,PL,0.44,4,9.090909090909092,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Erithacus rubecula,pistacia,Puntal,PL,0.44,15,34.09090909090909,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Phoenicurus phoenicurus,pistacia,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Sylvia atricapilla,rubia,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Sylvia melanocephala,asparagus,Puntal,PL,0.44,9,20.454545454545453,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Sylvia melanocephala,pistacia,Puntal,PL,0.44,6,13.636363636363637,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Sylvia melanocephala,rubia,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,NA,asparagus,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,NA,pistacia,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
339,Erithacus rubecula,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4468479,36.9646794,NA
339,Erithacus rubecula,pistacia,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4468479,36.9646794,NA
339,Sylvia melanocephala,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4468479,36.9646794,NA
339,Sylvia melanocephala,phillyrea,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4468479,36.9646794,NA
340,Cyanopica cooki,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446854,36.9649717,NA
340,Erithacus rubecula,pistacia,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.446854,36.9649717,NA
340,Sylvia atricapilla,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446854,36.9649717,NA
340,Sylvia melanocephala,asparagus,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.446854,36.9649717,NA
340,Sylvia melanocephala,pistacia,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.446854,36.9649717,NA
340,NA,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446854,36.9649717,NA
382,Chloris chloris,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Chloris chloris,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Cyanopica cooki,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Erithacus rubecula,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Erithacus rubecula,pistacia,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Sylvia melanocephala,asparagus,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Sylvia melanocephala,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
383,Erithacus rubecula,asparagus,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Erithacus rubecula,pistacia,Puntal,PL,0.22,5,22.727272727272727,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Erithacus rubecula,rubia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia atricapilla,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia melanocephala,asparagus,Puntal,PL,0.22,11,50,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia melanocephala,pistacia,Puntal,PL,0.22,13,59.09090909090909,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia undata,pistacia,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4454992,36.9648526,NA
FR1,Erithacus rubecula,asparagus,Puntal,FR,0.168,5,29.76190476190476,Olea europaea,-6.4454885,36.9649267,NA
FR1,Erithacus rubecula,olea,Puntal,FR,0.168,2,11.904761904761903,Olea europaea,-6.4454885,36.9649267,NA
FR1,Erithacus rubecula,pistacia,Puntal,FR,0.168,9,53.57142857142857,Olea europaea,-6.4454885,36.9649267,NA
FR1,Phoenicurus phoenicurus,pistacia,Puntal,FR,0.168,2,11.904761904761903,Olea europaea,-6.4454885,36.9649267,NA
FR1,Sylvia melanocephala,asparagus,Puntal,FR,0.168,6,35.714285714285715,Olea europaea,-6.4454885,36.9649267,NA
FR1,Sylvia melanocephala,pistacia,Puntal,FR,0.168,12,71.42857142857143,Olea europaea,-6.4454885,36.9649267,NA
FR1,Turdus merula,pistacia,Puntal,FR,0.168,1,5.952380952380952,Olea europaea,-6.4454885,36.9649267,NA
FR10,Erithacus rubecula,pistacia,Puntal,FR,0.168,4,23.809523809523807,Myrtus communis,-6.4468966,36.9658289,NA
FR10,Phoenicurus phoenicurus,pistacia,Puntal,FR,0.168,1,5.952380952380952,Myrtus communis,-6.4468966,36.9658289,NA
FR10,Sylvia melanocephala,pistacia,Puntal,FR,0.168,3,17.857142857142858,Myrtus communis,-6.4468966,36.9658289,NA
FR10,Turdus merula,myrtus,Puntal,FR,0.168,1,5.952380952380952,Myrtus communis,-6.4468966,36.9658289,NA
FR11,Cyanopica cooki,asparagus,Puntal,FR,0.168,1,5.952380952380952,Olea europaea,-6.4466033,36.965794,NA
FR11,Cyanopica cooki,rubus,Puntal,FR,0.168,11,65.47619047619047,Olea europaea,-6.4466033,36.965794,NA
FR11,Erithacus rubecula,pistacia,Puntal,FR,0.168,3,17.857142857142858,Olea europaea,-6.4466033,36.965794,NA
FR11,Sylvia atricapilla,asparagus,Puntal,FR,0.168,1,5.952380952380952,Olea europaea,-6.4466033,36.965794,NA
