site,year,collection,round,plant_id,total_fruits,fresh_fruits,red,black,dry,r_float,r_sink,b_float,b_sink,wasp,abort,partheno,wasp_dry,term,viab.p,unviab.p,wasp.p,abort.p,partheno.p,viab.se,unviab.se
puntal,2019-20,2019-20 early,1,325,387,306,306,0,81,288,18,0,0,0,9,21,NA,early,0.058823529411764705,0.9411764705882353,0,0.2823529411764706,0.6588235294117647,0.01345086942294187,0.013450869422941871
puntal,2019-20,2019-20 mid,2,325,170,84,81,3,86,52,29,0,3,0,23,12,NA,mid,0.38095238095238093,0.6190476190476191,0,0.4068027210884354,0.2122448979591837,0.05298558478706541,0.05298558478706541
puntal,2019-20,2019-20 late,3,325,64,27,24,3,37,18,6,0,3,0,NA,NA,NA,late,0.3333333333333333,0.6666666666666666,0,NA,NA,0.09072184232530289,0.09072184232530289
puntal,2018-19,2018-19 early,1,326,284,271,256,15,13,150,106,0,15,0,27,14,NA,early,0.44649446494464945,0.5535055350553506,0,0.36450364503645044,0.18900189001890022,0.030198430943235453,0.03019843094323545
puntal,2019-20,2019-20 early,1,326,583,551,509,42,32,301,208,1,41,0,9,21,NA,early,0.4519056261343013,0.5480943738656987,0,0.1644283121597096,0.38366606170598905,0.021201947107895556,0.021201947107895556
puntal,2019-20,2019-20 mid,2,326,239,218,149,69,21,87,62,0,69,0,25,5,NA,mid,0.6009174311926605,0.39908256880733944,0,0.33256880733944955,0.0665137614678899,0.03316733167262621,0.03316733167262621
puntal,2019-20,2019-20 late,3,326,36,36,30,6,0,25,5,1,5,0,NA,NA,NA,late,0.2777777777777778,0.7222222222222222,0,NA,NA,0.07465053470646806,0.07465053470646806
puntal,2018-19,2018-19 early,1,327,274,274,263,11,0,93,170,0,11,0,21,19,NA,early,0.6605839416058394,0.33941605839416056,0,0.1781934306569343,0.16122262773722626,0.028605853983244445,0.028605853983244445
puntal,2019-20,2019-20 early,1,327,141,141,141,0,0,66,75,0,0,0,7,23,NA,early,0.5319148936170213,0.46808510638297873,0,0.10921985815602837,0.3588652482269504,0.0420217302418721,0.0420217302418721
puntal,2019-20,2019-20 mid,2,327,96,65,64,1,31,53,11,0,1,9,18,2,NA,mid,0.18461538461538463,0.8153846153846154,0.13846153846153847,0.6092307692307692,0.0676923076923077,0.04812364593558783,0.04812364593558783
puntal,2019-20,2019-20 late,3,327,62,59,44,15,3,43,1,9,6,0,12,3,NA,late,0.11864406779661017,0.8813559322033898,0,0.7050847457627119,0.17627118644067796,0.042099086703182693,0.042099086703182693
puntal,2018-19,2018-19 early,1,328,219,214,158,56,5,74,84,0,56,0,19,21,NA,early,0.6542056074766355,0.34579439252336447,0,0.1642523364485981,0.18154205607476637,0.03251316272794225,0.03251316272794225
puntal,2018-19,2018-19 early,1,329,137,130,77,53,7,68,9,32,21,2,27,11,NA,early,0.23076923076923078,0.7692307692307693,0.015384615384615385,0.5356275303643725,0.2182186234817814,0.03695265087809703,0.03695265087809703
puntal,2019-20,2019-20 mid,2,329,45,39,34,5,6,15,19,0,5,1,35,11,NA,mid,0.6153846153846154,0.38461538461538464,0.02564102564102564,0.2731326644370123,0.08584169453734672,0.07790302823720512,0.07790302823720513
puntal,2019-20,2019-20 late,3,329,53,32,18,14,21,17,1,1,13,0,NA,NA,NA,late,0.4375,0.5625,0,NA,NA,0.08769509500251425,0.08769509500251425
puntal,2018-19,2018-19 early,1,330,442,421,408,13,21,237,171,0,13,1,27,14,NA,early,0.43705463182897863,0.5629453681710214,0.0023752969121140144,0.36915590058513414,0.19141417067377325,0.02417463584241909,0.02417463584241909
puntal,2019-20,2019-20 early,1,330,162,94,94,0,68,71,23,0,0,26,2,1,NA,early,0.24468085106382978,0.7553191489361702,0.2765957446808511,0.3191489361702128,0.1595744680851064,0.04434057411245872,0.04434057411245871
puntal,2019-20,2019-20 mid,2,330,248,218,202,16,30,110,92,0,16,0,25,5,NA,mid,0.4954128440366973,0.5045871559633027,0,0.42048929663608564,0.08409785932721711,0.03386284789988403,0.03386284789988403
puntal,2019-20,2019-20 late,3,330,74,55,29,26,19,20,9,4,22,0,NA,NA,NA,late,0.5636363636363636,0.43636363636363634,0,NA,NA,0.06687171072259324,0.06687171072259324
puntal,2018-19,2018-19 early,1,331,227,226,199,27,1,130,69,9,18,1,24,20,NA,early,0.38495575221238937,0.6150442477876106,0.004424778761061947,0.33306516492357197,0.27755430410297666,0.03236714308605289,0.032367143086052895
puntal,2019-20,2019-20 early,1,331,377,209,198,11,168,166,32,0,11,7,6,16,NA,early,0.20574162679425836,0.7942583732057417,0.03349282296650718,0.20748151370160942,0.5532840365376251,0.027962039356384447,0.027962039356384447
puntal,2019-20,2019-20 mid,2,331,187,160,147,13,27,85,62,0,13,0,20,5,NA,mid,0.46875,0.53125,0,0.42500000000000004,0.10625000000000001,0.039451191165476865,0.039451191165476865
puntal,2019-20,2019-20 late,3,331,121,86,52,34,35,45,7,10,24,0,10,5,NA,late,0.36046511627906974,0.6395348837209303,0,0.4263565891472868,0.2131782945736434,0.05177433325511272,0.05177433325511272
puntal,2018-19,2018-19 early,1,332,223,219,106,113,4,85,21,12,101,0,21,18,NA,early,0.5570776255707762,0.4429223744292237,0,0.23849666315419737,0.20442571127502634,0.03356600154369091,0.03356600154369091
puntal,2019-20,2019-20 early,1,332,93,75,26,49,18,25,1,0,49,1,12,17,NA,early,0.6666666666666666,0.3333333333333333,0.013333333333333334,0.13241379310344828,0.1875862068965517,0.05443310539518174,0.05443310539518174
puntal,2019-20,2019-20 mid,2,332,141,141,80,61,0,54,26,1,60,0,10,10,NA,mid,0.6099290780141844,0.3900709219858156,0,0.1950354609929078,0.1950354609929078,0.041077301095587174,0.041077301095587174
puntal,2019-20,2019-20 late,3,332,70,18,7,11,52,7,0,7,4,9,NA,NA,NA,late,0.2222222222222222,0.7777777777777778,0.5,NA,NA,0.09799078929868854,0.09799078929868854
puntal,2018-19,2018-19 early,1,333,255,254,231,23,1,156,75,0,23,1,26,12,NA,early,0.3858267716535433,0.6141732283464567,0.003937007874015748,0.417530045586407,0.19270617488603398,0.030543919193847194,0.030543919193847194
puntal,2018-19,2018-19 early,1,334,174,171,163,8,3,28,135,0,8,0,6,14,NA,early,0.8362573099415205,0.16374269005847952,0,0.04912280701754385,0.11461988304093566,0.028297812771768006,0.028297812771768006
puntal,2018-19,2018-19 early,1,335,222,211,148,63,11,120,28,25,38,0,35,6,NA,early,0.3127962085308057,0.6872037914691943,0,0.5866373829615074,0.10056640850768697,0.03191775126445937,0.03191775126445937
puntal,2019-20,2019-20 early,1,335,112,80,68,12,32,50,18,2,10,0,10,20,NA,early,0.35,0.65,0,0.21666666666666667,0.43333333333333335,0.05332682251925385,0.05332682251925385
puntal,2019-20,2019-20 mid,2,335,84,65,15,50,19,15,0,45,5,2,NA,NA,NA,mid,0.07692307692307693,0.9230769230769231,0.03076923076923077,NA,NA,0.0330514557248969,0.03305145572489689
puntal,2019-20,2019-20 late,3,335,37,32,2,30,5,2,0,25,5,0,NA,NA,NA,late,0.15625,0.84375,0,NA,NA,0.06418623720763665,0.06418623720763665
puntal,2018-19,2018-19 early,1,336,196,195,129,66,1,55,74,2,64,0,16,23,NA,early,0.7076923076923077,0.2923076923076923,0,0.11992110453648916,0.17238658777120316,0.03257054712666769,0.03257054712666769
puntal,2019-20,2019-20 early,1,336,200,188,103,85,12,97,6,1,84,0,6,24,NA,early,0.4787234042553192,0.5212765957446809,0,0.10425531914893618,0.4170212765957447,0.036433216846069906,0.036433216846069906
puntal,2019-20,2019-20 mid,2,336,262,138,125,13,124,98,27,1,12,9,18,12,NA,mid,0.2826086956521739,0.717391304347826,0.06521739130434782,0.391304347826087,0.2608695652173913,0.038329333829851826,0.038329333829851826
puntal,2019-20,2019-20 late,3,336,62,45,38,7,17,33,5,2,5,3,7,3,NA,late,0.2222222222222222,0.7777777777777778,0.06666666666666667,0.49777777777777776,0.21333333333333335,0.06197481678030189,0.06197481678030189
puntal,2018-19,2018-19 early,1,337,438,434,373,61,4,273,100,33,28,1,39,15,NA,early,0.29493087557603687,0.7050691244239631,0.002304147465437788,0.5075524833589349,0.19521249359959036,0.02188926120817252,0.02188926120817252
puntal,2019-20,2019-20 early,1,337,117,110,108,2,7,90,18,0,2,0,7,23,NA,early,0.18181818181818182,0.8181818181818182,0,0.19090909090909092,0.6272727272727273,0.03677453795254048,0.03677453795254047
puntal,2019-20,2019-20 mid,2,337,135,121,109,12,14,97,12,0,12,0,20,10,NA,mid,0.19834710743801653,0.8016528925619835,0,0.5344352617079889,0.26721763085399447,0.03625045253738488,0.03625045253738488
puntal,2019-20,2019-20 late,3,337,64,56,41,15,8,28,13,8,7,0,8,0,NA,late,0.35714285714285715,0.6428571428571429,0,0.6428571428571429,0,0.06403010407148536,0.06403010407148536
puntal,2018-19,2018-19 early,1,338,288,270,256,14,18,240,16,7,7,0,20,19,NA,early,0.08518518518518518,0.9148148148148149,0,0.4691358024691358,0.445679012345679,0.0169889582234779,0.016988958223477894
puntal,2019-20,2019-20 early,1,338,771,526,506,20,245,449,57,4,16,3,16,11,NA,early,0.13878326996197718,0.8612167300380228,0.005703422053231939,0.5069708491761723,0.3485424588086185,0.015074118147008084,0.015074118147008085
puntal,2019-20,2019-20 mid,2,338,195,153,123,30,42,106,17,0,30,0,15,15,NA,mid,0.30718954248366015,0.6928104575163399,0,0.3464052287581699,0.3464052287581699,0.03729621118961361,0.03729621118961361
puntal,2018-19,2018-19 early,1,339,254,254,185,69,0,32,153,2,67,0,8,17,NA,early,0.8661417322834646,0.13385826771653545,0,0.04283464566929134,0.09102362204724411,0.02136486849546698,0.021364868495466982
puntal,2019-20,2019-20 early,1,339,95,92,92,0,3,68,24,0,0,0,23,7,NA,early,0.2608695652173913,0.7391304347826086,0,0.5666666666666667,0.17246376811594202,0.04578026857585003,0.04578026857585004
puntal,2019-20,2019-20 mid,2,339,103,99,85,14,4,33,52,3,11,0,4,1,NA,mid,0.6363636363636364,0.36363636363636365,0,0.29090909090909095,0.07272727272727274,0.048346911225300944,0.048346911225300944
puntal,2019-20,2019-20 late,3,339,62,54,35,19,8,9,26,0,19,0,NA,NA,NA,late,0.8333333333333334,0.16666666666666666,0,NA,NA,0.05071505162084871,0.05071505162084872
puntal,2018-19,2018-19 early,1,340,194,178,160,18,16,143,17,1,17,0,31,9,NA,early,0.19101123595505617,0.8089887640449438,0,0.6269662921348315,0.18202247191011237,0.029463931835036067,0.029463931835036067
madronas,2019-20,2019-20 early,1,341,379,379,239,140,0,15,224,0,140,0,9,6,NA,early,0.9604221635883905,0.0395778364116095,0,0.0237467018469657,0.0158311345646438,0.010014689906451865,0.010014689906451865
madronas,2019-20,2019-20 early,1,342,85,79,70,9,6,64,6,8,1,10,4,26,NA,early,0.08860759493670886,0.9113924050632911,0.12658227848101267,0.10464135021097046,0.680168776371308,0.03197235535647984,0.03197235535647985
madronas,2019-20,2019-20 early,1,343,295,288,243,45,7,190,53,8,37,17,24,17,NA,early,0.3125,0.6875,0.059027777777777776,0.3678861788617886,0.26058604336043356,0.027312730421097695,0.027312730421097695
madronas,2019-20,2019-20 early,1,344,89,56,30,26,33,20,10,7,19,4,5,15,NA,early,0.5178571428571429,0.48214285714285715,0.07142857142857142,0.10267857142857142,0.3080357142857143,0.06677268507633347,0.06677268507633347
madronas,2019-20,2019-20 early,1,345,69,45,29,16,24,27,2,6,10,5,18,8,NA,early,0.26666666666666666,0.7333333333333333,0.1111111111111111,0.4307692307692308,0.19145299145299147,0.06592176432973923,0.06592176432973923
madronas,2019-20,2019-20 early,1,346,41,38,33,5,3,31,2,1,4,0,16,4,NA,early,0.15789473684210525,0.8421052631578947,0,0.6736842105263158,0.16842105263157894,0.05915278809989646,0.05915278809989647
madronas,2019-20,2019-20 early,1,347,75,72,64,8,3,55,9,8,0,0,10,15,NA,early,0.125,0.875,0,0.35000000000000003,0.525,0.03897559777889522,0.03897559777889522
madronas,2019-20,2019-20 early,1,348,675,503,464,39,172,363,101,0,39,0,28,12,NA,early,0.2783300198807157,0.7216699801192843,0,0.505168986083499,0.2165009940357853,0.01998321462197871,0.01998321462197871
madronas,2019-20,2019-20 early,1,349,82,40,32,8,42,23,9,1,7,0,10,5,1,early,0.4,0.6,0.012195121951219513,0.39186991869918697,0.19593495934959348,0.07745966692414834,0.07745966692414834
madronas,2019-20,2019-20 early,1,350,315,309,257,52,6,143,114,7,45,1,21,18,NA,early,0.5145631067961165,0.4854368932038835,0.003236245954692557,0.25964650236494896,0.22255414488424197,0.028431938597792174,0.028431938597792174
madronas,2019-20,2019-20 early,1,351,178,117,77,40,61,43,34,0,40,7,35,1,NA,early,0.6324786324786325,0.36752136752136755,0.05982905982905983,0.29914529914529914,0.008547008547008548,0.04457294146193582,0.04457294146193582
madronas,2019-20,2019-20 early,1,352,221,163,128,35,58,51,77,6,29,11,8,17,NA,early,0.6503067484662577,0.3496932515337423,0.06748466257668712,0.09030674846625766,0.19190184049079756,0.03735157796499992,0.03735157796499992
madronas,2019-20,2019-20 early,1,353,198,105,93,12,93,72,21,8,4,0,22,8,8,early,0.23809523809523808,0.7619047619047619,0.04040404040404041,0.529100529100529,0.19240019240019238,0.041565312425903306,0.04156531242590331
madronas,2019-20,2019-20 early,1,354,286,266,237,29,20,90,147,0,29,10,27,13,NA,early,0.6616541353383458,0.3383458646616541,0.03759398496240601,0.20300751879699247,0.09774436090225563,0.029010494635174487,0.029010494635174487
madronas,2019-20,2019-20 early,1,355,107,107,106,1,0,76,30,0,1,0,22,17,NA,early,0.2897196261682243,0.7102803738317757,0,0.40067098011023244,0.3096093937215432,0.04385427912934891,0.04385427912934891
madronas,2019-20,2019-20 early,1,356,63,56,46,10,7,33,13,0,10,0,28,5,NA,early,0.4107142857142857,0.5892857142857143,0,0.5,0.08928571428571429,0.06574138471863086,0.06574138471863086
madronas,2019-20,2019-20 early,1,357,62,12,11,1,50,8,3,0,1,1,27,10,NA,early,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.4256756756756756,0.15765765765765766,0.13608276348795434,0.13608276348795434
madronas,2019-20,2019-20 early,1,358,85,52,44,8,33,44,0,8,0,0,21,4,NA,early,0,1,0,0.84,0.16,0,0
madronas,2019-20,2019-20 early,1,359,239,219,180,39,20,160,20,0,39,0,27,13,NA,early,0.2694063926940639,0.730593607305936,0,0.4931506849315069,0.2374429223744292,0.02997918518923102,0.02997918518923103
madronas,2019-20,2019-20 early,1,360,62,62,56,6,0,45,11,0,6,0,29,10,NA,early,0.27419354838709675,0.7258064516129032,0,0.5397022332506204,0.18610421836228286,0.05665564436903705,0.05665564436903705
madronas,2019-20,2019-20 early,1,361,84,58,58,0,26,41,17,0,0,0,7,13,NA,early,0.29310344827586204,0.7068965517241379,0,0.24741379310344824,0.45948275862068966,0.05976878104551381,0.05976878104551381
madronas,2019-20,2019-20 early,1,362,58,44,37,7,14,30,7,6,1,3,18,2,NA,early,0.18181818181818182,0.8181818181818182,0.06818181818181818,0.675,0.07500000000000001,0.058145649915166485,0.05814564991516648
madronas,2019-20,2019-20 early,1,363,422,398,244,154,24,132,112,7,147,8,30,8,NA,early,0.6507537688442211,0.3492462311557789,0.020100502512562814,0.259851891034118,0.06929383760909813,0.023896410717386577,0.023896410717386577
madronas,2019-20,2019-20 early,1,364,106,82,68,14,24,68,0,11,3,0,32,8,NA,early,0.036585365853658534,0.9634146341463414,0,0.7707317073170732,0.1926829268292683,0.02073258212802434,0.02073258212802435
madronas,2019-20,2019-20 early,1,365,125,122,105,17,3,80,25,3,14,4,18,18,NA,early,0.319672131147541,0.680327868852459,0.03278688524590164,0.32377049180327866,0.32377049180327866,0.04222130024509329,0.04222130024509329
madronas,2019-20,2019-20 early,1,366,281,273,235,38,8,137,98,3,35,0,22,18,NA,early,0.48717948717948717,0.5128205128205128,0,0.28205128205128205,0.23076923076923075,0.030251427142251104,0.030251427142251108
madronas,2019-20,2019-20 early,1,367,147,144,135,9,3,109,26,0,9,0,24,16,NA,early,0.24305555555555555,0.7569444444444444,0,0.4541666666666666,0.3027777777777778,0.03574403140435708,0.03574403140435708
madronas,2019-20,2019-20 early,1,368,73,59,59,0,14,48,11,0,0,0,12,18,NA,early,0.1864406779661017,0.8135593220338984,0,0.32542372881355935,0.488135593220339,0.05070361728907833,0.05070361728907833
madronas,2019-20,2019-20 early,1,369,26,25,9,16,1,6,3,11,5,0,6,0,NA,early,0.32,0.68,0,0.68,0,0.0932952303175248,0.0932952303175248
madronas,2019-20,2019-20 early,1,370,155,94,90,4,61,52,38,3,1,0,35,5,NA,early,0.4148936170212766,0.5851063829787234,0,0.511968085106383,0.07313829787234043,0.05081850303591672,0.05081850303591672
madronas,2019-20,2019-20 early,1,372,325,165,162,3,160,155,7,3,0,0,34,6,NA,early,0.04242424242424243,0.9575757575757575,0,0.8139393939393939,0.14363636363636362,0.01569103702445628,0.01569103702445629
madronas,2019-20,2019-20 early,1,373,45,38,38,0,7,7,31,0,0,0,6,1,NA,early,0.8157894736842105,0.18421052631578946,0,0.15789473684210525,0.02631578947368421,0.06288607249167032,0.0628860724916703
madronas,2019-20,2019-20 early,1,374,78,48,48,0,30,46,2,0,0,0,0,20,NA,early,0.041666666666666664,0.9583333333333334,0,0,0.9583333333333334,0.028842443968465536,0.028842443968465525
madronas,2019-20,2019-20 early,1,375,102,100,100,0,2,99,1,0,0,1,31,9,NA,early,0.01,0.99,0.01,0.7595,0.2205,0.0099498743710662,0.009949874371066205
madronas,2019-20,2019-20 early,1,376,54,53,45,8,1,12,33,0,8,0,11,1,NA,early,0.7735849056603774,0.22641509433962265,0,0.20754716981132076,0.018867924528301886,0.05748688109486493,0.05748688109486494
madronas,2019-20,2019-20 early,1,378,78,78,78,0,0,78,0,0,0,0,2,28,NA,early,0,1,0,0.06666666666666667,0.9333333333333333,0,0
madronas,2019-20,2019-20 early,1,379,230,225,163,62,5,104,59,0,62,1,23,17,NA,early,0.5377777777777778,0.4622222222222222,0.0044444444444444444,0.2632222222222222,0.19455555555555556,0.033238053125641855,0.033238053125641855
madronas,2019-20,2019-20 early,1,380,77,76,71,5,1,36,35,0,5,0,10,10,NA,early,0.5263157894736842,0.47368421052631576,0,0.23684210526315788,0.23684210526315788,0.05727444079815882,0.05727444079815882
madronas,2019-20,2019-20 early,1,381,65,44,44,0,21,36,8,0,0,0,8,12,NA,early,0.18181818181818182,0.8181818181818182,0,0.3272727272727273,0.4909090909090909,0.058145649915166485,0.05814564991516648
puntal,2019-20,2019-20 early,1,382,149,149,149,0,0,144,5,0,0,0,0,30,NA,early,0.03355704697986577,0.9664429530201343,0,0,0.9664429530201343,0.014753220915046545,0.014753220915046534
puntal,2019-20,2019-20 mid,2,382,127,70,70,0,57,50,20,0,0,0,19,7,NA,mid,0.2857142857142857,0.7142857142857143,0,0.521978021978022,0.1923076923076923,0.05399492471560389,0.05399492471560389
puntal,2019-20,2019-20 late,3,382,92,75,55,20,17,24,31,0,20,0,NA,NA,NA,late,0.68,0.32,0,NA,NA,0.05386402633793108,0.05386402633793108
puntal,2019-20,2019-20 early,1,383,116,116,73,43,0,71,2,0,43,1,10,20,NA,early,0.3879310344827586,0.6120689655172413,0.008620689655172414,0.2011494252873563,0.4022988505747126,0.04524269296764523,0.04524269296764523
puntal,2019-20,2019-20 mid,2,383,162,128,109,19,34,49,60,2,17,3,12,3,NA,mid,0.6015625,0.3984375,0.0234375,0.30000000000000004,0.07500000000000001,0.04327284968965728,0.04327284968965728
puntal,2019-20,2019-20 late,3,383,86,55,39,16,31,12,27,3,13,0,NA,NA,NA,late,0.7272727272727273,0.2727272727272727,0,NA,NA,0.060052569006892396,0.060052569006892396
